book_id,book_title,authors,tag_count,tags,blurb
31366056,Psalms 1-50: Volume 7,Craig A. Blaising,10,"bible, christianity, devotional, eucharist, meditations, old-testament, patristics, psalms, series, to-read","The Psalms have long served a vital role in the individual and corporate lives of Christians, expressing the full range of human emotions, including some that we are ashamed to admit. The Psalms reverberate with joy, groan in pain, whimper with sadness, grumble in disappointment and rage with anger.<br /><br />The church fathers employed the Psalms widely. In liturgy they used them both as hymns and as Scripture readings. Within them they found pointers to Jesus both as Son of God and as Messiah. They also employed the Psalms widely as support for other New Testament teachings, as counsel on morals and as forms for prayer.<br /><br />But the church fathers found more than pastoral insight in the Psalms. They found apologetic and doctrinal insight as well, as is attested by the more than sixty-five authors and more than 160 works excerpted in this commentary. <br /><br />Especially noteworthy among the Greek-speaking authors cited are Hippolytus, Origen, Eusebius of Caesarea, Athanasius, Basil of Caesarea, Gregory of Nyssa, Didymus the Blind, Evagrius of Pontus, Diodore of Tarsus, John Chrysostom, Asterius the Homilist, Theodore of Mopsuestia, Theodoret of Cyr, Cyril of Alexandria and Hesychius of Jerusalem. Among noteworthy Latin authors we find Hilary of Poitiers, Ambrose of Milan, Jerome, Augustine, Arnobius the Younger and Cassiodorus.<br /><br />Readers of these selections, some of which appear here for the first time in English, will glean from a rich treasury of deep devotion and profound theological reflection."
32615737,El progreso del peregrino para todos,Juan Bunyan,10,"allegories, anglicanism, christianity, classics, fiction, literature, miex, quarantine, religion, theology","El Progreso del Peregrino fue escrito durante los 12 años que Juan Bunyan pasó en la cárcel. Ha llegado a ser, después de la Biblia, el libro más leído en su original en inglés aparte de los cientos de traducciones a otros idiomas. Esta versión cuidadosamente abreviada da a conocer al lector una provechosa alegoría de la vida cristiana."
32725018,In This House of Brede,Rumer Godden,10,"catholic, classics, devotional, fiction, literature, monks, nuns, spirituality, to-read, women","<b>The poignant, <i>New York Times</i>–bestselling novel of the spiritual and personal lives of nuns cloistered in a Benedictine monastery as change begins to rock the Catholic Church.</b><br />  <br /> For most of her adult life, Philippa Talbot has been a successful British professional. Now in her forties, the World War II–widow has made a startling She’s giving up her civil service career and elite social standing to join a convent as a postulant Roman Catholic nun.<br />  <br /> In Sussex in the south of England, Philippa begins her new life inside Brede Abbey, a venerable, 130-year-old Benedictine monastery. Taking her place among a diverse group of extraordinary women, young and old, she is welcomed into the surprisingly rich and complex world of the devout, whom faith, fate, and circumstance have led there. From their personal stories, both uplifting and heartbreaking, Philippa draws great strength in the weeks, months, and years that follow, as the confidence, conflicts, and poignant humanity of her fellow sisters serve to validate her love and sacred purpose.<br />  <br /> But a time of great upheaval in the hierarchy of the Catholic Church approaches as the winds of change blow at gale force. And for the financially troubled Brede and the acolytes within, it will take no less than a miracle to weather the storm.<br />  <br /> Author Rumer Godden spent three years living in close proximity to Stanbrook Abbey in Worcestershire communing with the Benedictine nuns in preparation for the writing of this beloved bestseller. The result is an honest and unforgettable novel of love, sacrifice, and devotion, a major literary achievement from the acclaimed author of <i>Black Narcissus</i> and <i>The River</i>."
32955324,Delta de Venus (13/20) (Spanish Edition),Anaïs Nin,10,"classics, emotional-relationships, erotic, fiction, historiascortas, light-reading, romance, sexuality, to-read, women","Escritos a principios de la década de 1940 por encargo de un excéntrico coleccionista de libros que insistía en pedir «menos poesía» y descripciones más explícitas en las escenas sexuales, los relatos de ¿Delta de Venus¿ no vieron la luz hasta los años 1970. Ambientados en torno al París de la época e hilados por la aparición recurrente de personajes comunes de distinta importancia según cada cuento, ofrecen una visión libre de las relaciones humanas, en la que el erotismo y el ansia de placer no excluyen ni la belleza ni el sentimiento, ni la amistad ni la búsqueda de la autenticidad."
33780949,Reflections on the Psalms,C.S. Lewis,10,"christianity, faith, lifestyle, nonfiction, old-testament, poetry, psalms, spirituality, theology, to-read","Lewis writes here about the difficulties he has met or the joys he has gained in reading the Psalms. He points out that the Psalms are poems, intended to be sung, not doctrinal treatises or sermons. Proceeding with his characteristic grace, he guides readers through both the form and the meaning of these beloved passages in the Bible."
34356884,"The Leading Brain: Neuroscience Hacks to Work Smarter, Better, Happier",,10,"business, chełmińska, leadership, libricos, nonfiction, productivity, psichology, science, selfhelp, to-read","<b>A cutting-edge guide to applying the latest research in brain science to leadership - to sharpen performance, encourage innovation, and enhance job satisfaction.</b> <br />There's a revolution taking place that most businesses are still unaware of. The understanding of how our brains work has radically shifted, exploding long-held myths about our everyday cognitive performance and fundamentally changing the way we engage and succeed in the workplace. <br />Combining their expertise in both neuropsychology and management consulting, neuropsychologist Friederike Fabritius and leadership expert Dr. Hans W. Hagemann present simple yet powerful strategies for: <br />- Sharpening focus<br />- Achieving the highest performance<br />- Learning and retaining information more efficiently<br />- Improving complex decision-making<br />- Cultivating trust and building strong teams <br />Based on the authors' popular leadership programs, which have been delivered to tens of thousands of leaders all over the world, this clear, insightful, and engaging book will help both individuals and teams perform at their maximum potential, delivering extraordinary results."
34438016,The Ladder of Divine Ascent,John Climacus,10,"christ, christianity, church-history, classics, devotional, lent, miex, orthodox-christians, theology, to-read","The Ladder of Divine Ascent, is an ascetic work written for monastics by John Climacus around 600 AD for John, the Abbot of Raithu, a monastery located on the shores of the Red Sea. <br /> <br />The work proved to be popular in the Eastern Orthodox church and is still widely read today, often during the period of Lent, before Easter. The book examines the means of ascending to the highest degree of religious perfection by a series of thirty steps, which recall the thirty years of the life of Christ, the most holy example of religious perfection."
56920719,Extraterrestre: La humanidad ante el primer signo de vida inteligente más allá de la Tierra (No Ficción) (Spanish Edition),,10,"aliens, astronomy, audiobooks, history, nonfiction, physics, science, space, to-read, ufo","Un astrofísico anuncia el primer signo de vida inteligente extraterrestre. El libro que cambiará la historia de la ciencia para siempre.<br /><br />En octubre de 2017, científicos del observatorio Haleakala, en Hawái, detectaron un objeto interestelar en movimiento próximo a la Tierra. Primero fue catalogado de cometa, pero esta hipótesis fue descartada.<br /><br />Llamado Oumuamua, «mensajero» o «explorador» en hawaiano, finalmente fue catalogado como asteroide, si bien su forma y su comportamiento diferían del resto de los asteroides y cometas de nuestro sistema solar. Cuanto más lo observaban los científicos, más extraño les parecía. Cuando Avi Loeb, catedrático de Astronomía de Harvard, sugirió que Oumuamua era la evidencia de vida y tecnología extraterrestre en el espacio, se desató el que probablemente sea el debate científico más relevante en décadas. <br /><br />En este libro, Loeb presenta por primera vez su teoría al gran público y nos ofrece un fascinante viaje por el universo desde los orígenes del tiempo, del espacio y de la vida."
56899006,El Misterio de Salem's Lot,Stephen King,10,"audiobooks, fantasy, fiction, horror, mistery, paranormal, thriller, to-read, usa, vampires","Thousands of miles away from the small township of 'Salem's Lot, two terrified people, a man and a boy, still share the secrets of those clapboard houses and tree-lined streets. They must return to 'Salem's Lot for a final confrontation with the unspeakable evil that lives on in the town."
56558548,You Can't Eat Love: How Learning to Love Yourself Can Change Your Relationship with Food,,10,"bible, christianity, diets, gastronomy, lifestyle, love, perspectives, recipes, selfesteem, to-read","When you look in the mirror, how do you feel ? What do you see ?<br />Are you buying into the commercials and thoughts that food will make everything better? Are you chasing another diet and failing, again ?<br />Leslie Davis gets it. She has been there. In this self-help book, Leslie shows you how she learned to love herself, change her relationship with food, and lose almost 100lbs and keep it off for over five years.<br /><br />This is not another diet book ; this is a book about love where you will <br />* How to find and talk to your very best friend in the whole wide you<br />* How to create your WHY (your North Star, your lighthouse)<br />* How to face your emotions and survive<br />* How to start being honest with yourself<br />* Tips and tricks for this journey we call life (it's not a diet; it's a lifestyle)<br /><br />As you read You Can't Eat Love , you will understand how to fill the 'myself-sized' hole in your heart, change your relationship with food, and love yourself . This is the most important thing you can do for your health and happiness.<br /><br />Buy You Can't Eat Love now . It is not too late.<br /><br />It's time to love yourself fully and completely.<br />It's time to begin living, enjoying your loved ones, and taking back your health.<br />You are not broken .<br /><br />Read You Can't Eat Love now and start filling the myself-sized hole in your heart.<br /><br />Check out the other books related to You Can't Eat Love"
54972276,"Where Love is, There God is Also",Leo Tolstoy,10,"allegories, christianity, classics, fiction, love, miex, orthodox-christians, religion, russia, to-read","Written by one of the world's most famous and beloved storytellers, this attractively packaged book includes three tales: <i>Where Love Is, There God Is Also</i>, <i>The Hermits</i>, and <i>What Men Live By</i>.<br />Tolstoy is best known for his classic works, <i>War and Peace</i> and <i>Anna Karenina</i>."
61050637,Saint John of the Cross: Master of Contemplation,,10,"carmelites, catholic, contemplation, misticism, monks, prayer, saints, spirituality, theology, to-read","Saint John of the Cross is the Church's premier teacher on contemplative prayer. Catholic tradition even calls him the Mystical Doctor. The sixteenth-century Carmelite priest not only wrote four massive treatises on the spiritual life, along with some of the finest poetry in the Spanish language, but also worked alongside Teresa of Ávila in renewing the Carmelite order. Thérèse of Lisieux claimed she found no other spiritual reading that could satisfy her soul like John of the Cross.<br /><br />Yet the volume and intensity of Saint John's work can make his teachings seem daunting, even to trained theologians. This book by Father Donald Haggerty, author of The Contemplative Hunger and Contemplative Enigmas, offers readers a unique step-by-step introduction to the way of contemplation as Saint John understood it and taught it—a burning, transformative intimacy with the God who made us. Furnished abundantly with quotations from across the Mystical Doctor's writings, this guidebook confronts the mysteries, difficulties, and joys of prayer, showing how silent contemplation prepares our hearts for an unspeakable love.<br /><br />For all his theological richness, Saint John gave practical, realistic advice on navigating the world of contemplation, and Father Haggerty—a spiritual director for decades—applies these principles to our lives today. Whether you are new to prayer or have been praying since childhood, you will find an illuminating and surprising companion in Saint John of the Cross: Master of Contemplation."
57232604,Jesus of Nazareth: Archaeologists Retracing the Footsteps of Christ,,9,"archaeology, catholic, christ, faith, historical, israel, pilgrimages, to-read, travel","Tief ist der Brunnen der Vergangenheit. So lautet der erste Satz in Thomas Manns „Joseph und seine Brüder“. Und ist es nicht so? Je weiter ein Ereignis zurückliegt, desto schwieriger wird es für uns, wahre Begebenheit von Legende zu unterscheiden.<br />Wir wollen Sicherheiten, genau wie der hl. Thomas. Aber welche Sicherheiten haben wir?<br /><br />Papst Benedikt XVI gibt in seinem Buch Jesus von Nazareth die Antwort: „Jesus ist kein Mythos, er ist ein Mensch aus Fleisch und Blut, steht ganz real in der Geschichte. Wir können die Orte nachgehen, die er gegangen ist. Wir können durch die Zeugen seine Worte hören. Er ist gestorben, und er ist auferstanden.“ Das bezeugen die Stätten seines Wirkens, die zum fünften Evangelium geworden sind. Michael Hesemann belegt das eindrucksvoll in seinem Buch Jesus von Nazareth – Archäologen auf den Spuren des Erlösers. Im letzten Kapitel des Buchs schreibt er: „Die Archäologie zeigt uns, wie präzise die Evangelien sind, wenn es darum geht, die Stätten des Wirkens Jesu zu dokumentieren. Es ist, als würden sie uns praktisch dazu einladen, ihre Aussagen zu überprüfen. Komm her, frag nach, es hat sich wirklich so zugetragen!” Und ein paar Sätze weiter: „Was damals die Wunden Jesu waren, die Thomas so dringend berühren wollte, das sind heute die Stätten, an denen der Auferstandene erschien.“<br /><br />Mit unbändiger Neugier und detektivischem Spürsinn folgt Hesemann den historischen Spuren. Geschickt verwebt er dabei seine eigenen Erlebnisse mit historischen Fakten zu insgesamt 13 spannenden Reportagen rund um die Wirkstätten des Herrn – beginnend am Ort der Verkündigung über die Stätten seiner Wunder bis hin zu den Stellen, an denen Jesus den Jüngern vor seiner Himmelfahrt letztmals erschien."
59959663,"The Bible in a Year Companion, Volume I",,9,"audiobooks, bible, catholic, meditations, not-available-on-kindle, prayer, priests, series, to-read","Get even more out of The Bible in a Year!<br />The Bible in a Year Companion guide takes Catholics through the award-winning podcast The Bible in a Year (with Fr. Mike Schmitz)™ including daily summaries, transcripts of Fr. Mike’s daily prayers, and extra content for each episode.<br /><br />It’s the perfect way to remember what you’re hearing, as well as learn even more about each part of Scripture!<br /><br />The Companion presents daily content for each episode of the podcast, including:<br /><br />The proprietary Bible in a Year Reading Plan<br />Summary of the key points and highlights of Fr. Mike’s commentary on the daily readings<br /><br />""Take It to Prayer"", where Catholics will be able to pray the daily prayer alongside Fr. Mike and the rest of the BIY community<br />Unique content surrounding each day’s readings, from images and Q&amp;As to prayer prompts and ways to live out the Scriptures in real life<br />In addition to the daily content, each time period will have a Time Period Introduction and Review. Written by Jeff Cavins, these will help Catholics to know what to look for in the days ahead, and to recall what has happened in the days completed.<br /><br />From Fr. Mike’s introduction: <br /><br />“I believe that this Bible in a Year Companion is a great tool to take you deeper. It is one thing to be exposed to the Story, but it is another to remember it. This Companion will help those who are so quick to forget—which is all of us! … In this world, where we are so tempted toward distraction and distress, we now have a resource to understand how the story of salvation unfolds and how we can fit into that story today.<br /><br />“Now, we have a place to remember.”<br /><br />Volume I of The Bible in a Year Companion covers Days 1–120 of The Bible in a Year podcast.<br /><br />For Days 121–243, keep an eye out for Volume II, which will be announced and available in spring of 2022.<br /><br />This sought-after guide to the award-winning podcast The Bible in a Year (with Fr. Mike Schmitz)™ is coming to you thanks to many collaborators including:<br /><br />Fr. Mike Schmitz<br />Jeff Cavins<br />Bobby Semendy<br />Members of the Ascension Catholic Bible Studies Facebook group<br />Lavinia Spirito<br />Ritmeyer Archaeological Design<br />&amp; many more!"
61101701,How the Church Fathers Read the Bible: A Short Introduction,Gerald L. Bray,9,"bible, christianity, church-history, exegesis, inspirational, lectura, patristics, perspectives, to-read","Read the Scriptures with the insight of our forebears. Christians live in the house built by the church fathers. Essential Christian doctrines were shaped by how figures such as Justin Martyr, Irenaeus, and Augustine read the Bible. But appreciating patristic interpretation is not just for the historically curious, as if it were only a matter of literary archaeology. Nor should it be intimidating. Rather, the fathers gleaned insights from Scripture that continue to be relevant to all Christians.<br /><br />How the Church Fathers Read the Bible is an accessible introduction to help you read Scripture with the early church. With a clear and simple style, Gerald Bray explains the distinctives of early Christian interpretation and shows how the fathers interpreted key Bible passages from Genesis to Revelation. Their unique perspective is summed up in seven principles that can inspire our Bible reading today. With Bray as your guide, you can reclaim the rich insights of the fathers with reverence and discernment."
61303883,Nacido en un día azul,Daniel Tammet,9,"audiobooks, autism, memoir, memorization, nonfiction, psichology, science, to-read, uk","<i>Born on a Blue Day</i> is a journey into one of the most fascinating minds alive today -- guided by its owner himself. Daniel Tammet sees numbers as shapes, colors, and textures, and he can perform extraordinary calculations in his head. He can learn to speak new languages fluently, from scratch, in a week. In 2004, he memorized and recited more than 22,000 digits of pi, setting a record. He has savant syndrome, an extremely rare condition that gives him almost unimaginable mental powers, much like those portrayed by Dustin Hoffman in the film <i>Rain Man.</i><p></p><p>Daniel has a compulsive need for order and routine -- he eats the same precise amount of cereal for breakfast every morning and cannot leave the house without counting the number of items of clothing he's wearing. When he gets stressed or is unhappy, he closes his eyes and counts. But in one crucial way Daniel is not at all like the Rain Man: he is virtually unique among people who have sev- ere autistic disorders in that he is capable of living a fully independent life. He has emerged from the ""other side"" of autism with the ability to function successfully -- he is even able to explain what is happening inside his head.</p><p></p><p><i>Born on a Blue Day</i> is a triumphant and uplifting story, starting from early childhood, when Daniel was incapable of making friends and prone to tantrums, to young adulthood, when he learned how to control himself and to live independently, fell in love, experienced a religious conversion to Christianity, and most recently, emerged as a celebrity. The world's leading neuroscientists have been studying Daniel's ability to solve complicated math problems in one fell swoop by seeing shapes rather than making step-by-step calculations. Here he explains how he does it, and how he is able to learn new languages so quickly, simply by absorbing their patterns. Fascinating and inspiring, <i>Born on a Blue Day</i> explores what it's like to be special and gives us an insight into what makes us all human -- our minds.</p><p></p><p></p>"
199909769,Dios - La ciencia - Las pruebas: El albor de una revolución,,9,"apologetics, astronomy, creation, historical, philosophy, physics, science, theology, to-read","Trois ans de travail avec plus de vingt scientifiques et de spécialistes de haut niveau :<br />voici révélées les preuves modernes de l'existence de Dieu.<br /><br /><br />Pendant près de quatre siècles, de Copernic à Freud en passant par Galilée et Darwin, les découvertes scientifiques se sont accumulées de façon spectaculaire, donnant l'impression qu'il était possible d'expliquer l'Univers sans avoir besoin de recourir à un dieu créateur. Et c'est ainsi qu'au début du XXe siècle, le matérialisme triomphait intellectuellement.<br /><br />De façon aussi imprévue qu'étonnante, le balancier de la science est reparti dans l'autre sens, avec une force incroyable. Les découvertes de la Relativité, de la mécanique quantique, de l'expansion de l'Univers, de sa mort thermique, du Big Bang, du réglage fin de l'Univers ou de la complexité du vivant, se sont succédées.<br /><br />Ces connaissances nouvelles sont venues dynamiter les certitudes ancrées dans l'esprit collectif du XXe siècle, au point que l'on peut dire aujourd'hui que le matérialisme, qui n'a jamais été qu'une croyance comme une autre, est en passe de devenir une croyance irrationnelle.<br /><br />Dans une langue accessible à tous, les auteurs de ce livre retracent de façon passionnante l'histoire de ces avancées et offrent un panorama rigoureux des nouvelles preuves de l'existence de Dieu. À l'orée du XXe siècle, croire en un dieu créateur semblait s'opposer à la science. Aujourd'hui, ne serait-ce pas le contraire ?<br /><br />Une invitation à la réflexion et au débat."
55626884,O Mistério da Virgem de Guadalupe,J.J. Benítez,9,"america, apparitions, beatific-visions, mexico, mistery, not-interested, paranormal, virgin-mary, visions","Em uma de suas viagens pela América, Benítez leu a notícia de que cientistas da Nasa haviam descoberto uma figura humana nos olhos da imagem da Virgem de Guadalupe, no México. A notícia o deixou tão espantado e intrigado que se entregou por completo ao esclarecimento desse mistério. O que será que significava aquilo? O que representava para a ciência? Benítez foi a fundo nessa investigação durante meses, e o resultado pode se ver neste livro."
56130484,La historia interminable,Michael Ende,9,"_sindy, adolescence, award-winning, bestseller, children, classics, fantasy, fiction, to-read","Der zehnjährige dickliche Bastian Balthasar Bux flüchtet sich vor den Nachstellungen der Schulkameraden in ein Antiquariat, wo ihn der Beginn eines Buches fasziniert, dessen Titel immer währendes Träumen verspricht. Bastian entwendet Die unendliche Geschichte und verliert sich auf dem Schulspeicher immer mehr in deren Lektüre: Die zunehmende Identifikation mit dem Helden Atréju ermöglicht ihm den Eintritt in die »Anderswelt«, in der er zum entscheidenden Protagonisten wird. Als Grenzgänger aus der Menschenwelt kommt ihm die Aufgabe zu, das vom »Nichts« bedrohte Phantásien und mit ihm dessen sterbenskranke »Kindliche Kaiserin« zu retten. Nach zahllosen Abenteuern auf dem Weg zu sich selbst, der von fantastischen Gestalten und mystischen Erkenntnissen gesäumt ist, löst Bastian mit Hilfe des »Wahren Willens« nicht nur seine Aufgabe, ihm gelingt auch die Rückkehr in die Realität, die er nun bewältigen kann."
55225673,Dyatlov Pass,,9,"fiction, historical, horror, mistery, paranormal, russia, science-fiction, to-read, ufo","Зимой 1959 года в горах Северного Урала при загадочных обстоятельствах погибают девять молодых людей. Начавшееся расследование через несколько месяцев закрыто, материалы дела засекречены в архивах КГБ.<br /> <br />Это происшествие так и осталось загадкой, объяснить которую пытались действием природных, мистических и сверхъестественных сил.<br /> <br />Американский писатель Алан Бейкер предлагает свою версию случившегося.<br /> <br />Герой истории, журналист Виктор Стругацкий, спустя пятьдесят лет после трагедии волею судьбы оказывается на перевале Дятлова и идет по следам погибшей группы со своей экспедицией."
51804957,Fascinating Womanhood: Vintage Edition,Helen B. Andelin,9,"family, feminism, marriage, motherhood, relationships, to-read, tradwife, tradwives, women","Fascinating Womanhood is proud to introduce the long-awaited update to the international best-seller that was translated in to ten languages and sold millions of copies around the world and gave birth to a global women’s movement. Fascinating Womanhood is the original guide for women on how to find true happiness in relationships and marriage. <br /> <br />Before she passed away, Helen Andelin asked her eldest daughter, Dixie Andelin Forsyth, to update her work to reflect changes in culture and to help the book reach a broader international audience. Vintage Edition leans more on the essential and practical principles that made the original book so powerful. This edited publication is reflective of the wisdom that Helen Andelin gained over the years following her initial publishing and success; after countless hours in educational settings with her certified teachers and their students, through reader correspondences, from conversations with her daughters, and from her own private contemplation. <br /> <br />Fascinating Womanhood: Vintage Edition will teach you: <br /> <br />● Which traits men from any generation find attractive in a woman, <br /> <br />● How to understand men, their needs, temperament and characteristics, <br /> <br />● How to awaken a man’s deepest feelings of love and tenderness, <br /> <br />● The keys to happiness in any successful relationship, <br /> <br />● How to repair and rekindle love in your life, <br /> <br />● How to bring out the best in your man and how to reap the rewards, <br /> <br />● How to be attractive, and even adorable when you are angry, <br /> <br />● And much more! <br /> <br />PLEASE NOTE: This edition does not contain the Christian scripture references from the classic version. Bu Helen Andelin's request, this edition is more international, appealing to women of all faiths and cultures. While this book encourages faith in a higher power, it strays from endorsing a particular faith in general."
52073511,Resuscitare,Christian Bobin,9,"aging, alzheimer, death, gratitude, hope, illness, overcoming, resurrection, to-read","""Il y a une étoile mise dans le ciel pour chacun de nous, assez éloignée pour que nos erreurs ne viennent jamais la ternir."""
19076474,The Robe,Lloyd C. Douglas,9,"004-ladder-long-term, christ, christianity, church-history, classics, fiction, lent, new-testament, to-read","A Roman soldier, Marcellus, wins Christ's robe as a gambling prize. He then sets forth on a quest to find the truth about the Nazarene's robe-a quest that reaches to the very roots and heart of Christianity and is set against the vividly limned background of ancient Rome. Here is a timeless story of adventure, faith, and romance, a tale of spiritual longing and ultimate redemption."
19084108,Answer to Job: (From Vol. 11 of the Collected Works of C. G. Jung) (Jung Extracts),C.G. Jung,9,"christianity, faith, job, philosophy, psichology, quarantine, religion, spirituality, theology","<p>Considered one of Jung's most controversial works, <i>Answer to Job</i> also stands as Jung's most extensive commentary on a biblical text. Here, he confronts the story of the man who challenged God, the man who experienced hell on earth and still did not reject his faith. Job's journey parallels Jung's own experience--as reported in <i>The Red Book: Liber Novus</i>--of descending into the depths of his own unconscious, confronting and reconciling the rejected aspects of his soul.</p> <p> This paperback edition of Jung's classic work includes a new foreword by Sonu Shamdasani, Philemon Professor of Jung History at University College London. Described by Shamdasani as ""the theology behind <i>The Red Book</i>,"" <i>Answer to Job</i> examines the symbolic role that theological concepts play in an individual's psychic life.</p>"
19197751,Catecismo de la Iglesia Católica,,9,"005-ladder-maybe-someday, catholic, devotional, dogmas, faith, nonfiction, philosophy, reference, to-read","The full, complete exposition of Catholic doctrine and the essential elements of the faith are presented, enabling everyone to know what the Church professes, celebrates, lives, and prays in her daily life."
19433555,El cristiano ateo,Craig Groeschel,9,"christianity, devotional, faith, lifestyle, nonfiction, religion, spirituality, theology, to-read","'Cuanto más buscaba, más cristianos ateos encontraba por todas partes.' El ex Cristiano Ateo Craig Groeschel conoce muy bien el tema. Tras más de una década de éxito en el ministerio, Craig tuvo la desagradable experiencia de tener que reconocer que aunque creía en Dios, él lideraba a su iglesia como si Dios no existiese. Tanto para cristianos como no cristianos, fieles o infieles, la trayectoria que provocó la admisión de Groeschel y la trayectoria resultante -- desde su familia y su crianza a las deslucidas e incluso diametralmente opuestas expresiones de fe que encontró -- parecerá y sonará como la historia de sus propias vidas. En su capacidad actual de pastor fundador y pastor principal de la iglesia vanguardista LiveChurch.tv ubicada en varios campus, la trayectoria personal de Groeschel hacia una vida más auténtica de honra a Dios es más pertinente que nunca.<br />Cristianos y Ateos Cristianos en todo el mundo aceptarán el reto de hacerse la honesta pregunta: ¿estoy depositando toda mi fe en Dios pero sigo viviendo como si todo dependiese de mí?"
20211434,The Essential Rumi,,9,"classics, islamism, love, medieval, philosophy, poetry, religion, spirituality, to-read","<p>This revised and expanded edition of <em>The Essential Rumi</em> includes a new introduction by Coleman Barks and more than 80 never-before-published poems.</p><p>Through his lyrical translations, Coleman Barks has been instrumental in bringing this exquisite literature to a remarkably wide range of readers, making the ecstatic, spiritual poetry of thirteenth-century Sufi Mystic Rumi more popular than ever.</p><p><em>The Essential Rumi</em> continues to be the bestselling of all Rumi books, and the definitive selection of his beautiful, mystical poetry.</p>"
20422391,Los hermanos Karamázov,,9,"000-next, catholic, classics, fiction, libricos, literature, philosophy, russia, to-read","<p>Los hijos legítimos de Fiódor Pávlovich Karamázov –un «bufón», un «filisteo», un «déspota», solo en última instancia un padre– se reúnen después de haber sido educados, lejos unos de otros, en distintas partes de Rusia: Dmitri es soldado y, como su padre, bebedor, derrochador, lujurioso; Iván se ha convertido en un intelectual, el primer existencialista, según diría Jean-Paul Sartre; Aliosha ha abrazado la religión y vive en un monasterio. Ineluctablemente, la reunión familiar precipita la disolución y la tragedia.</p> <p><i>Los hermanos Karamázov</i> (1878-1880) fue la última novela de Dostoievski y ahora la presentamos en una nueva traducción, la primera en español en casi 50 años. Esta obra monumental cuya influencia ha perdurado hasta nuestros días ha contado con admiradores como Tolstói (un ejemplar de la novela fue encontrado junto a su lecho de muerte), Freud, Heidegger, Wittgenstein, Einstein, Sartre, Cormac McCarthy, J. M. Coetzee o Kurt Vonnegut. Este último, en su novela <i>Matadero 5</i>, dijo que todo lo que uno necesitaba saber en la vida se encontraba en la novela de Dostoievski.</p>"
21454315,Sobrevivir para contarlo,Immaculée Ilibagiza,9,"africa, biography, catholic, church-history, history, martyrdom, memoir, nonfiction, to-read","Una parte de las utilidades recaudadas por la venta de este libro será destinada a la Fundación Benéfica de SOBREVIVIR PARA CONTARLO, la cual ayuda a los niños de África a llevar una mejor vida. Por favor vaya a la página___ para información sobre pedidos del brazalete LEFT TO TELL. Todo el dinero recaudado por la venta de los brazaletes será destinado a la Fundación Benéfica."
24124378,The Spiritual Combat and A Treatise on Peace of Soul (with Supplemental Reading: The Classics Made Simple: The Spiritual Combat) [Illustrated],,9,"004-ladder-long-term, catholic, classics, devotional, faith, illustrated, nonfiction, theology, to-read","This TAN Books edition of “The Spiritual Combat and A Treatise on Peace of Soul” by Dom Lorenzo Scupoli, features the complete text of the title, along with a supplemental reading section entitled “The Classics Made Simple: The Spiritual Combat.” We’ve also included unique hand-selected classic artwork for the reader’s enjoyment, exclusive to this eBook edition of “The Spiritual Combat and A Treatise on Peace of Soul” from TAN Books. <br /> <br />The Spiritual Combat and A Treatise on Peace of Soul: <br />Salvation and spiritual perfection should not be sought haphazardly; a strategy is needed to win the battle for our souls. <br /> <br />The Spiritual Combat, first published in 1589, provides timeless guidance in spiritual discipline. St. Francis de Sales (1576-1622) read from it himself every day and recommended it to everyone under his direction. <br /> <br />Vigorous, realistic and full of keen insight into human nature, The Spiritual Combat consists of short chapters based on the maxim that in the spiritual life one must either ""fight or die"". Fr. Scupoli shows the Christian how to combat his passions and vices, especially impurity and sloth, in order to arrive at victory. <br /> <br />The Classics Made Simple: The Spiritual Combat: <br />TAN Classics Made Simple booklets are designed to give you an orientation course before you embark on an exploration of the great works of Catholic literature found in our best selling TAN Classics line."
24738951,Dialéctica de la secularización: Sobre la razón y la religión,Benedict XVI,9,"catholic, faith, nonfiction, philosophy, politics, religion, sociology, theology, to-read","El 19 de enero de 2004, en la Academia Católica de Baviera en Munich, tuvo lugar un hecho insólito en el mundo actual: uno de los más importantes filósofos vivos, Jürgen Habermas, debatía en público con uno de los principales representantes de la Iglesia Católica, el entonces cardenal Joseph Ratzinger, hoy papa Benedicto XVI. Si el contexto es sorprendente, no lo es menos el resultado: los puntos de encuentro entre ambos acerca del Estado democrático de derecho como mejor forma política para defender la dignidad humana, o acerca de la necesaria interpretación recíproca entre razón y fe, destacan sobre las previsibles divergencias."
